"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=theropoda"
"Access Time","Fri 2017-02-03 21:08:57 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","theropoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.577"
"Records Found","11703"
"Records Returned","11703"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"487987","occ","","","14533","Coelurosauria ? indet.","suborder","53940","","Coelurosauria","suborder","53940","Lancian","","70.6","66","13103"
"487988","occ","19710","","14533","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"487993","occ","","","14533","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488015","occ","","F","14546","Richardoestesia isosceles","species","58875","","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","13103"
"488020","occ","","","14546","cf. Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488021","occ","","","14546","Theropoda ? indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488022","occ","19716","","14546","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488023","occ","","","14546","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488024","occ","","","14546","Coeluridae indet.","family","53001","","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488033","occ","","","14547","Carnosauria indet.","unranked clade","53943","","Carnosauria","unranked clade","53943","Lancian","","70.6","66","13103"
"488042","occ","","","14548","Chirostenotes sp.","genus","38555","","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488047","occ","","F","14548","Richardoestesia cf. gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488087","occ","","","14549","Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488088","occ","","F","14549","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488089","occ","","F","14549","Richardoestesia cf. isosceles","species","58875","","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","34479"
"488090","occ","29310","","14549","cf. Pectinodon sp.","genus","38570","","Pectinodon","genus","38570","Lancian","","70.6","66","48570"
"488094","occ","","","14470","Aves indet.","class","36616","","Aves","class","36616","Middle Campanian","Late Campanian","83.5","70.6","13103"
"488099","occ","","","14521","Troodon sp.","genus","38572","","Troodon","genus","38572","Lancian","","70.6","66","13103"
"488100","occ","","F","14521","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488101","occ","","","14521","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488107","occ","","","14559","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","12202"
"488115","occ","","","14559","Coeluridae indet.","family","53001","","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488116","occ","19717","","14559","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488132","occ","","F","14560","Richardoestesia cf. gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488134","occ","","","14560","Chirostenotes sp.","genus","38555","","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488135","occ","","","14560","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488173","occ","","","14566","Troodon sp.","genus","38572","","Troodon","genus","38572","Lancian","","70.6","66","13103"
"488175","occ","","F","14566","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488178","occ","","","14566","Paronychodon lacustris","species","54487","nomen dubium","Paronychodon","genus","38565","Lancian","","70.6","66","803"
"488193","occ","","","14566","cf. Dryptosaurus sp.","genus","38605","","Dryptosaurus","genus","38605","Lancian","","70.6","66","803"
"488199","occ","","","14566","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488200","occ","","","14566","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488201","occ","","","14566","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"488224","occ","","","14568","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488225","occ","","","14568","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488226","occ","","F","14568","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488227","occ","","","14568","Troodon sp.","genus","38572","","Troodon","genus","38572","Lancian","","70.6","66","13103"
"488228","occ","","","14568","Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488230","occ","","","14570","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488244","occ","","","14574","Chirostenotes sp.","genus","38555","","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488248","occ","","F","14574","Richardoestesia cf. gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488249","occ","","","14574","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488263","occ","","F","14577","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488266","occ","","","14577","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488294","occ","","","14582","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488295","occ","","","14582","Troodon sp.","genus","38572","","Troodon","genus","38572","Lancian","","70.6","66","34479"
"488296","occ","","","14582","Chirostenotes sp.","genus","38555","","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488297","occ","","","14582","Paronychodon lacustris","species","54487","nomen dubium","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488339","occ","","","14582","Dromaeosauridae ? indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488340","occ","","","14582","Coeluridae indet.","family","53001","","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488341","occ","19719","","14582","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488342","occ","","","14582","Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Lancian","","70.6","66","13103"
"488343","occ","","","14582","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488349","occ","","F","14582","Richardoestesia cf. gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"488350","occ","","","14582","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488351","occ","","","14582","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"488353","occ","","","14585","Paronychodon lacustris","species","54487","nomen dubium","Paronychodon","genus","38565","Late Maastrichtian","","70.6","66","803"
"488355","occ","","","14585","cf. Saurornithoides sp.","genus","38573","","Saurornithoides","genus","38573","Late Maastrichtian","","70.6","66","803"
"488359","occ","","F","14585","Richardoestesia cf. isosceles","species","58875","","Richardoestesia isosceles","species","58875","Late Maastrichtian","","70.6","66","34479"
"488361","occ","","","14585","cf. Ornithomimus sp.","genus","38544","","Ornithomimus","genus","38544","Late Maastrichtian","","70.6","66","803"
"488362","occ","","","14585","Theropoda ? indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Maastrichtian","","70.6","66","803"
"488363","occ","","","14585","cf. Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","803"
"488365","occ","","","14654","Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"488376","occ","","","14654","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488377","occ","","","14654","Coeluridae indet.","family","53001","","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488378","occ","","","14654","Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Lancian","","70.6","66","13103"
"488411","occ","","","14653","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488420","occ","","","14653","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488429","occ","","","14653","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488431","occ","","F","14653","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488505","occ","","","49087","Aves indet.","class","36616","","Aves","class","36616","Middle Pleistocene","","0.781","0.126","13054"
"488549","occ","29230","","14643","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488582","occ","","","14639","Chirostenotes sp.","genus","38555","","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"488584","occ","","","14639","Coeluridae indet.","family","53001","","Coeluridae","family","53001","Lancian","","70.6","66","13103"
"488585","occ","","","14639","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488597","occ","","","14639","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488599","occ","","F","14639","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488600","occ","29311","","14639","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488625","occ","","","14615","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488626","occ","","","14615","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488627","occ","19720","","14615","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"488628","occ","","","14615","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488643","occ","","","49095","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Santonian","Early Campanian","86.3","70.6","59060"
"488650","occ","23703","","49097","Abelisauroidea indet.","superfamily","54528","","Abelisauroidea","superfamily","54528","Middle Turonian","Late Turonian","93.5","89.3","34688"
"488653","occ","21973","","38952","n. gen. Xenotarsosaurus n. sp. bonapartei","species","56394","","Xenotarsosaurus bonapartei","species","56394","Late Cenomanian","Early Turonian","99.6","89.3","13117"
"488658","occ","12523","","49099","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Late Cenomanian","Early Turonian","99.6","89.3","13119"
"488682","occ","26920","","49100","aff. Ceratosauria indet.","suborder","84515","","Ceratosauria","suborder","90100","Tithonian","","152.1","145","41617"
"488852","occ","","","14609","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"488854","occ","","","14609","cf. Ornithomimus sp.","genus","38544","","Ornithomimus","genus","38544","Lancian","","70.6","66","803"
"488859","occ","","","14613","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"488860","occ","","","14613","Aves indet.","class","36616","","Aves","class","36616","Lancian","","70.6","66","13103"
"488887","occ","","","14614","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Lancian","","70.6","66","13103"
"488888","occ","","","14614","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"488891","occ","","F","14605","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488975","occ","","F","14596","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"488997","occ","","","14580","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489004","occ","","F","14580","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489008","occ","","F","14575","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489009","occ","","","14575","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489011","occ","","","14572","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489013","occ","","","14583","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489014","occ","","","14562","Chirostenotes sp.","genus","38555","","Chirostenotes","genus","38555","Lancian","","70.6","66","13103"
"489015","occ","","","14562","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489016","occ","19718","","14562","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","14199"
"489017","occ","","","14562","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489018","occ","","","14562","cf. Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489023","occ","","","14506","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489024","occ","","","14509","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489028","occ","","","14516","Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"489029","occ","","","14516","Troodon sp.","genus","38572","","Troodon","genus","38572","Lancian","","70.6","66","13103"
"489030","occ","","","14516","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489031","occ","","F","14617","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489032","occ","","F","14623","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489033","occ","","","14623","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Lancian","","70.6","66","13103"
"489034","occ","","","14623","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"489036","occ","","F","14624","Richardoestesia cf. isosceles","species","58875","","Richardoestesia isosceles","species","58875","Lancian","","70.6","66","48570"
"489037","occ","","","14624","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489038","occ","","","14624","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"489039","occ","","","14624","Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Lancian","","70.6","66","13103"
"489040","occ","29305","","14629","cf. Zapsalis sp.","genus","52959","","Zapsalis","genus","52959","Lancian","","70.6","66","48570"
"489043","occ","","","14647","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Lancian","","70.6","66","13103"
"489044","occ","","F","14647","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489046","occ","","F","14650","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Lancian","","70.6","66","13103"
"489047","occ","","","14650","cf. Paronychodon lacustris","species","54487","nomen dubium","Paronychodon","genus","38565","Lancian","","70.6","66","34479"
"489048","occ","","","14650","Troodon sp.","genus","38572","","Troodon","genus","38572","Lancian","","70.6","66","13103"
"489049","occ","","","14650","Saurornitholestinae indet.","subfamily","143992","","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"489050","occ","","","14650","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Lancian","","70.6","66","13103"
"489051","occ","","","14651","Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Lancian","","70.6","66","13103"
"489227","occ","13787","I","49214","n. gen. Eutynichnium n. sp. lusitanicum","species","68291","nomen dubium","Eutynichnium","genus","68290","Callovian","Oxfordian","166.1","157.3","14908"
"489228","occ","","","49214","Megalosaurus informal sp. 2","species","38583","species not entered","Megalosaurus","genus","38583","Callovian","Oxfordian","166.1","157.3","13143"
"489230","occ","","","49216","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489235","occ","","","49219","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Late Kimmeridgian","","155.7","150.8","13143"
"489245","occ","","","47430","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489254","occ","18978","","49226","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","19890"
"489258","occ","18977","","49227","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","19890"
"489263","occ","19971","","49228","Maniraptora indet.","unranked clade","55486","","Maniraptora","unranked clade","55486","Late Campanian","Maastrichtian","83.5","66","25579"
"489265","occ","13771","","49228","Maniraptora indet.","unranked clade","55486","","Maniraptora","unranked clade","55486","Late Campanian","Maastrichtian","83.5","66","25579"
"489277","occ","","","49229","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Aptian","Cenomanian","125","93.9","13143"
"489281","occ","","","49230","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489282","occ","","","49230","Megalosaurus pombali","species","65345","nomen dubium","Theropoda","unranked clade","38513","Late Kimmeridgian","Early Tithonian","155.7","145","13143"
"489319","occ","","","49241","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489320","occ","","","49242","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489322","occ","","","49243","Megalosaurus pombali","species","65345","nomen dubium","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489323","occ","","","49244","Megalosaurus n. sp. pombali","species","65345","nomen dubium","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","13143"
"489324","occ","","","49244","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Callovian","Oxfordian","166.1","157.3","46682"
"489347","occ","12554","","49255","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Early Barremian","","130","125.45","13162"
"489351","occ","","","49257","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","13143"
"489352","occ","","","49258","Megalosaurus insignis","species","65344","nomen dubium","Theropoda","unranked clade","38513","Kimmeridgian","","157.3","152.1","13143"
"489358","occ","","","49261","n. gen. Lourinhanosaurus n. sp. antunesi","species","65334","","Lourinhanosaurus antunesi","species","65334","Late Kimmeridgian","Early Tithonian","155.7","145","13153"
"489361","occ","22267","","49264","Ceratosaurus sp.","genus","38600","","Ceratosaurus","genus","38600","Late Kimmeridgian","Early Tithonian","155.7","145","30810"
"489385","occ","29763","","49265","Torvosaurus gurneyi ?","species","289557","","Torvosaurus gurneyi","species","289557","Early Tithonian","","150.8","145","50323"
"489386","occ","18974","","49266","Lourinhanosaurus antunesi","species","65334","","Lourinhanosaurus antunesi","species","65334","Late Kimmeridgian","Early Tithonian","155.7","145","19887"
"489433","occ","","","49276","n. gen. Euronychodon n. sp. portucalensis","species","65028","nomen dubium","Troodontidae","family","54468","Maastrichtian","","72.1","66","25628"
"489656","occ","","","49330","Spinosaurus aegyptiacus","species","53372","","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","7054"
"489675","occ","","","49334","n. gen. Poekilopleuron n. sp. bucklandii","species","65369","","Poekilopleuron bucklandii","species","65369","Middle Bathonian","","167.7","164.7","13170"
"489691","occ","12573","","49338","n. gen. Saurophaganax n. sp. maximus","species","65371","","Saurophaganax maximus","species","65371","Late Kimmeridgian","Tithonian","155.7","145","13171"
"489692","occ","21850","","49339","Steneosaurus n. sp. rostromajor","species","83543","recombined as","Streptospondylus rostromajor","species","83543","Late Callovian","Early Oxfordian","164.7","155.7","13172"
"489694","occ","","","49339","n. gen. Streptospondylus n. sp. altdorfensis","species","65373","","Streptospondylus altdorfensis","species","65373","Late Callovian","Early Oxfordian","164.7","155.7","30159"
"489723","occ","13093","","49343","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Aptian","","125","113","13174"
"489726","occ","","","49344","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Early Cretaceous","","145","100.5","13176"
"489728","occ","","","48930","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Early Cretaceous","","145","100.5","13176"
"489799","occ","","","49354","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489800","occ","","","49355","Alectrosaurus olseni","species","57253","","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","51464"
"489801","occ","12588","","49355","Segnosaurus sp.","genus","38711","","Segnosaurus","genus","38711","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489802","occ","","","49356","n. gen. Alectrosaurus n. sp. olseni","species","57253","","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13186"
"489803","occ","","","49356","Alectrosaurus ? olseni","species","57253","","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13186"
"489850","occ","","","49369","Alectrosaurus olseni","species","57253","","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489921","occ","","","49393","Oviraptorosauria indet.","infraorder","54546","","Oviraptorosauria","infraorder","54546","Late Cretaceous","","100.5","66","13193"
"489952","occ","19508","","49409","n. gen. Ekrixinatosaurus n. sp. novasi","species","65416","","Ekrixinatosaurus novasi","species","65416","Early Cenomanian","","99.6","93.5","13197"
"489955","occ","19511","","49411","Coelurosauria indet.","suborder","53940","","Coelurosauria","suborder","53940","Early Cenomanian","","99.6","93.5","13198"
"489956","occ","","IF","49412","Abelichnus astigarrae","species","65420","","Abelichnus astigarrae","species","65420","Early Cenomanian","","99.6","93.5","24872"
"489973","occ","23529","","49415","Unenlagia n. sp. paynemili","species","65423","","Unenlagia paynemili","species","65423","Late Turonian","Early Coniacian","93.5","85.8","13199"
"489974","occ","","","49415","Carcharodontosauridae indet.","family","65363","","Carcharodontosauridae","family","65363","Late Turonian","Early Coniacian","93.5","85.8","13202"
"489975","occ","","","49415","Megaraptor namunhuaiquii","species","65425","","Megaraptor namunhuaiquii","species","65425","Late Turonian","Early Coniacian","93.5","85.8","24871"
"489983","occ","","","49416","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Middle Cenomanian","Coniacian","99.6","86.3","13205"
"490114","occ","23369","","49425","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Oxfordian","Kimmeridgian","163.5","152.1","33422"
"490747","occ","12600","","49499","n. gen. Gojirasaurus n. sp. quayi","species","65490","","Gojirasaurus quayi","species","65490","Norian","","228","208.5","7058"
"490753","occ","","","49499","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Norian","","228","208.5","13246"
"490755","occ","22704","","49500","Coelophysis sp.","genus","38520","","Coelophysis","genus","38520","Norian","","228","208.5","24249"
"490789","occ","","","49503","Sinosaurus triassicus","species","64287","","Sinosaurus triassicus","species","64287","Hettangian","","201.3","199.3","12552"
"490805","occ","","","45975","Ornitholestes ? sp.","genus","38529","","Ornitholestes","genus","38529","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490806","occ","","","45975","Coelurus ? sp.","genus","38528","","Coelurus","genus","38528","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490807","occ","21976","","45975","Ceratosaurus nasicornis ?","species","54165","","Ceratosaurus nasicornis","species","54165","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490808","occ","21977","","45975","cf. Stokesosaurus sp.","genus","38629","","Stokesosaurus","genus","38629","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490809","occ","21978","","45975","cf. Marshosaurus sp.","genus","38628","","Marshosaurus","genus","38628","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490810","occ","","","45975","Dromaeosauridae ? indet.","family","38561","","Dromaeosauridae","family","38561","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490818","occ","","","45975","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490894","occ","","","37009","n. gen. Archaeornithoides n. sp. deinosauriscus","species","65530","","Archaeornithoides deinosauriscus","species","65530","Late Campanian","","83.5","70.6","13265"
"490989","occ","31396","","49523","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"490995","occ","","","49523","Tyrannosaurus ? sp.","genus","38613","","Tyrannosaurus","genus","38613","Maastrichtian","","72.1","66","13266"
"490999","occ","","","49527","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491000","occ","31394","","49527","Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Maastrichtian","","72.1","66","13266"
"491002","occ","31397","","49528","Dromaeosauridae ? indet.","family","38561","","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491003","occ","","","49528","Ornithomimus cf. velox","species","57269","","Ornithomimus velox","species","57269","Maastrichtian","","72.1","66","13266"
"491012","occ","","","49534","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491014","occ","","","49535","Tyrannosaurus cf. rex","species","54833","","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"491017","occ","","","49536","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","13266"
"491019","occ","","","49537","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","29242"
"491021","occ","","","49538","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","51520"
"491029","occ","","","49539","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491030","occ","","","49539","Tyrannosaurus cf. rex","species","54833","","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"491042","occ","","","49547","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491043","occ","","","49547","Tyrannosaurus cf. rex","species","54833","","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"491047","occ","","","49549","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","13266"
