"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=theropoda"
"Access Time","Fri 2017-02-03 21:08:57 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","theropoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.577"
"Records Found","11703"
"Records Returned","11703"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"928447","occ","","","13300","Osteodontornis orri","species","171628","","Osteodontornis orri","species","171628","Messinian","Zanclean","7.246","3.6","35406"
"928448","occ","","","13300","Morus lompocanus","species","179010","","Morus lompocanus","species","179009","Messinian","Zanclean","7.246","3.6","35406"
"928449","occ","","","13300","Morus n. sp. magnus","species","179011","","Morus magnus","species","179011","Messinian","Zanclean","7.246","3.6","35406"
"928450","occ","","","13300","Sulidae indet.","family","39676","","Sulidae","family","39676","Messinian","Zanclean","7.246","3.6","35406"
"928451","occ","","","13300","Uria ? sp.","genus","83399","","Uria","genus","83399","Messinian","Zanclean","7.246","3.6","35406"
"928452","occ","","","13300","Fraterculini indet.","tribe","145682","","Fraterculini","tribe","145682","Messinian","Zanclean","7.246","3.6","35406"
"928489","occ","","","13300","Gavia n. sp. brodkorbi","species","179007","","Gavia brodkorbi","species","179007","Messinian","Zanclean","7.246","3.6","35406"
"928491","occ","","","13300","Puffinus n. sp. barnesi","species","179008","","Puffinus barnesi","species","179008","Messinian","Zanclean","7.246","3.6","35406"
"928492","occ","","","13300","Miosula ? media","species","179012","","Miosula media","species","179012","Messinian","Zanclean","7.246","3.6","35406"
"928493","occ","","","13300","Cepphus ? sp.","genus","39611","","Cepphus","genus","39611","Messinian","Zanclean","7.246","3.6","35406"
"929199","occ","","","106280","Leptoptilos n. sp. robustus","species","179075","","Leptoptilos robustus","species","179075","Late Pleistocene","","0.126","0.0117","35429"
"929490","occ","","","68101","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Early Hauterivian","","136.4","130","35449"
"929493","occ","","","106306","Anchiornis huxleyi","species","155059","","Anchiornis huxleyi","species","155059","Late Bathonian","Early Kimmeridgian","167.7","150.8","56199"
"929640","occ","","","106325","Minerva n. sp. saurodosis","species","105716","recombined as","Protostrix saurodosis","species","105716","Bridgerian","","50.3","46.2","35472"
"929659","occ","","","106330","Hesperornis regalis","species","96488","","Hesperornis regalis","species","96488","Early Campanian","","83.5","70.6","35475"
"929661","occ","","","106331","Hesperornis regalis","species","96488","","Hesperornis regalis","species","96488","Early Campanian","","83.5","70.6","35475"
"929665","occ","","","106332","Hesperornis regalis","species","96488","","Hesperornis regalis","species","96488","Early Campanian","","83.5","70.6","35475"
"929668","occ","","","106334","Hesperornis regalis","species","96488","","Hesperornis regalis","species","96488","Early Campanian","","83.5","70.6","35475"
"929678","occ","","","106341","Hesperornis regalis","species","96488","","Hesperornis regalis","species","96488","Early Campanian","","83.5","70.6","35475"
"929963","occ","","","106400","Ectopistes migratorius","species","83493","","Ectopistes migratorius","species","83493","Pleistocene","","2.588","0.0117","35513"
"930103","occ","","","102883","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","35504"
"930654","occ","","","45407","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Santonian","","86.3","83.6","35566"
"930760","occ","","","15595","Odontopteryx ? sp.","genus","39663","","Odontopteryx","genus","39663","Wasatchian","","55.8","50.3","35577"
"930761","occ","","","15595","Graculavidae ? indet.","family","39571","","Graculavidae","family","39571","Wasatchian","","55.8","50.3","35577"
"930762","occ","","","15595","Scolopaci indet.","suborder","333970","","Scolopaci","suborder","333970","Wasatchian","","55.8","50.3","35577"
"930763","occ","","","15595","Phoenicopteridae ? indet.","family","39589","","Phoenicopteridae","family","39589","Wasatchian","","55.8","50.3","35577"
"930765","occ","","","15595","Steatornithidae ? indet.","family","39415","","Steatornithidae","family","39415","Wasatchian","","55.8","50.3","35577"
"930766","occ","","","15595","Caprimulgidae ? indet.","family","39416","","Caprimulgidae","family","39416","Wasatchian","","55.8","50.3","35577"
"930767","occ","","","15595","Aegialornithidae indet.","family","39419","","Aegialornithidae","family","39419","Wasatchian","","55.8","50.3","35577"
"930768","occ","","","15595","Aves indet.","class","308083","","Aves","class","36616","Wasatchian","","55.8","50.3","35577"
"931758","occ","","","63553","n. gen. Tonniornis n. sp. mesetaensis","species","173473","","Tonniornis mesetaensis","species","173473","Priabonian","","38","33.9","34412"
"931759","occ","","","63553","Tonniornis n. sp. minimum","species","173474","","Tonniornis minimum","species","173474","Priabonian","","38","33.9","34412"
"931761","occ","","","63553","n. gen. Orthopteryx n. sp. gigas","species","106294","nomen dubium","Spheniscidae","family","39710","Priabonian","","38","33.9","26183"
"933527","occ","","","96815","n. gen. Zhuchengtyrannus n. sp. magnus","species","182141","","Zhuchengtyrannus magnus","species","182141","Campanian","","83.6","72.1","35717"
"934299","occ","","","82258","Charadrius vociferus","species","129786","","Charadrius vociferus","species","129786","Late Pleistocene","","0.126","0.0117","35381"
"934300","occ","","","82258","Contopus virens","species","129829","","Contopus virens","species","129828","Late Pleistocene","","0.126","0.0117","35381"
"934301","occ","","","82258","Cyanocitta cristata","species","129837","","Cyanocitta cristata","species","129837","Late Pleistocene","","0.126","0.0117","35381"
"934302","occ","","","82258","Pica pica","species","129838","","Pica pica","species","129838","Late Pleistocene","","0.126","0.0117","35381"
"934303","occ","","","82258","Hylocichla sp.","genus","129844","","Hylocichla","genus","129844","Late Pleistocene","","0.126","0.0117","35381"
"934304","occ","","","82258","Molothrus ater","species","129847","","Molothrus ater","species","129847","Late Pleistocene","","0.126","0.0117","35381"
"935072","occ","","","55254","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Cenomanian","Santonian","100.5","83.6","42291"
"935228","occ","","","106497","Menura n. sp. tyawanoides","species","182710","","Menura tyawanoides","species","182710","Early Miocene","","23.03","15.97","35812"
"935231","occ","","","48422","n. gen. Daemonosaurus n. sp. chauliodus","species","182713","","Daemonosaurus chauliodus","species","182713","Rhaetian","","208.5","201.3","35814"
"935638","occ","","","58489","Limusaurus inextricabilis","species","148871","","Limusaurus inextricabilis","species","148871","Oxfordian","","163.5","157.3","35849"
"935639","occ","","","58489","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Oxfordian","","163.5","157.3","35849"
"935640","occ","","","107804","Limusaurus inextricabilis","species","148871","","Limusaurus inextricabilis","species","148871","Oxfordian","","163.5","157.3","35849"
"936158","occ","","","107973","Eubrontes glenrosensis","species","68310","","Eubrontes glenrosensis","species","68310","Early Jurassic","","201.3","174.1","35855"
"936159","occ","","IF","107973","Kayentapus n. sp. hailiutuensis","species","183257","","Kayentapus hailiutuensis","species","183257","Early Jurassic","","201.3","174.1","35855"
"937808","occ","","","55257","Nomingia mongoliensis","species","67256","species not entered","Nomingia","genus","67256","Maastrichtian","","72.1","66","35934"
"937809","occ","","","55258","Tarbosaurus sp.","genus","53224","","Tarbosaurus","genus","53224","Maastrichtian","","72.1","66","53759"
"937811","occ","","","108341","Avimimus sp.","genus","38615","","Avimimus","genus","38615","Late Campanian","Early Maastrichtian","83.5","66","53760"
"937813","occ","","","108342","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Cenomanian","Turonian","100.5","89.8","53760"
"937816","occ","","","108344","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Campanian","Early Maastrichtian","83.5","66","42294"
"937817","occ","","","108344","Avimimus sp.","genus","38615","","Avimimus","genus","38615","Late Campanian","Early Maastrichtian","83.5","66","42294"
"937819","occ","","","108345","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","35934"
"937820","occ","","","55254","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Cenomanian","Santonian","100.5","83.6","35934"
"939304","occ","","","55536","n. gen. Huoshanornis n. sp. huji","species","184223","","Huoshanornis huji","species","184223","Aptian","","125","113","35968"
"940202","occ","","","84046","Presbyornis n. sp. isoni","species","134345","","Presbyornis isoni","species","134345","Paleocene","","66","56","35915"
"941851","occ","","","104814","Carnosauria indet.","unranked clade","53943","","Carnosauria","unranked clade","53943","Bathonian","","168.3","166.1","36047"
"941852","occ","","","109023","Prophaethon ? sp.","genus","36637","","Prophaethon","genus","36637","Paleocene","","66","56","35915"
"941853","occ","","","109023","Aves indet.","class","36616","","Aves","class","36616","Paleocene","","66","56","35915"
"941854","occ","","","35062","Aves indet.","class","36616","","Aves","class","36616","Late Paleocene","","58.7","55.8","35915"
"942451","occ","","","61891","n. gen. Kileskus n. sp. aristotocus","species","185193","","Kileskus aristotocus","species","185193","Bathonian","","168.3","166.1","36119"
"942994","occ","","","109245","n. gen. Camptodontus n. sp. yangi","species","185386","","Camptodontus yangi","species","185386","Aptian","","125","113","36151"
"943005","occ","","","109249","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Early Cretaceous","","145","100.5","36152"
"944720","occ","","","68014","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Campanian","","83.5","70.6","36226"
"944721","occ","","","68014","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Late Campanian","","83.5","70.6","36226"
"944722","occ","","","68014","Saurornitholestes sp.","genus","38567","","Saurornitholestes","genus","38567","Late Campanian","","83.5","70.6","36226"
"944723","occ","","","68012","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Late Campanian","","83.5","70.6","36226"
"944825","occ","","F","25073","Continuoolithus sp.","genus","67338","","Continuoolithus","genus","67338","Late Campanian","","83.5","70.6","36226"
"944826","occ","","F","25073","Porituberoolithus sp.","genus","82631","","Porituberoolithus","genus","82631","Late Campanian","","83.5","70.6","36226"
"944829","occ","","","109657","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Early Maastrichtian","","70.6","66","36226"
"944830","occ","","","109657","Saurornitholestes sp.","genus","38567","","Saurornitholestes","genus","38567","Early Maastrichtian","","70.6","66","36226"
"944831","occ","","","68012","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Campanian","","83.5","70.6","36226"
"944833","occ","","","109658","Saurornitholestes sp.","genus","38567","","Saurornitholestes","genus","38567","Late Campanian","","83.5","70.6","36226"
"944834","occ","","","109658","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Campanian","","83.5","70.6","36226"
"945479","occ","","","75638","Aves indet.","class","143429","","Aves","class","36616","Priabonian","","38","33.9","36264"
"945937","occ","","","109863","n. gen. Geochen n. sp. rhuax","species","186239","","Geochen rhuax","species","186239","Holocene","","0.0117","0","36282"
"946456","occ","","","110072","Thambetochen chauliodous","species","186243","","Thambetochen chauliodous","species","186243","Late Pleistocene","","0.126","0.0117","36280"
"946457","occ","","","110072","Branta sp.","genus","83426","","Branta","genus","83426","Late Pleistocene","","0.126","0.0117","36280"
"946458","occ","","","110072","Aves indet.","class","36616","","Aves","class","36616","Late Pleistocene","","0.126","0.0117","36280"
"946459","occ","","","110072","Strigiformes indet.","order","39397","","Strigiformes","order","39397","Late Pleistocene","","0.126","0.0117","36280"
"946460","occ","","","110072","Corvus sp.","genus","39446","","Corvus","genus","39446","Late Pleistocene","","0.126","0.0117","36280"
"946461","occ","","","110072","Apteribis glenos","species","186233","","Apteribis glenos","species","186233","Late Pleistocene","","0.126","0.0117","36280"
"946462","occ","","","110072","Rallidae indet.","family","39513","","Rallidae","family","39513","Late Pleistocene","","0.126","0.0117","36280"
"946463","occ","","","110072","Passeriformes indet.","order","39441","","Passeriformes","order","39441","Late Pleistocene","","0.126","0.0117","36280"
"946464","occ","","","110072","Ciridops sp.","genus","186449","","Ciridops","genus","186449","Late Pleistocene","","0.126","0.0117","36280"
"946465","occ","","","110072","Haliaeetus sp.","genus","133776","","Haliaeetus","genus","133776","Late Pleistocene","","0.126","0.0117","36280"
"946466","occ","","","110072","Numenius tahitiensis","species","186248","","Numenius tahitiensis","species","186248","Late Pleistocene","","0.126","0.0117","36280"
"946467","occ","","","110072","Pterodroma hypoleuca","species","186226","","Pterodroma hypoleuca","species","186226","Late Pleistocene","","0.126","0.0117","36280"
"946471","occ","","","110073","Gallus gallus","species","321675","","Gallus gallus","species","321675","Holocene","","0.0117","0","36280"
"946472","occ","","","110073","Thambetochen sp.","genus","186242","","Thambetochen","genus","186242","Holocene","","0.0117","0","36280"
"946473","occ","","","110073","Apteribis glenos","species","186233","","Apteribis glenos","species","186233","Holocene","","0.0117","0","36280"
"946474","occ","","","110073","Corvus sp.","genus","39446","","Corvus","genus","39446","Holocene","","0.0117","0","36280"
"946475","occ","","","110073","Branta sp.","genus","83426","","Branta","genus","83426","Holocene","","0.0117","0","36280"
"946476","occ","","","110073","Strigiformes indet.","order","39397","","Strigiformes","order","39397","Holocene","","0.0117","0","36280"
"946477","occ","","","110073","Buteo solitarius","species","39325","species not entered","Buteo","genus","39325","Holocene","","0.0117","0","36280"
"946478","occ","","","110073","Pterodroma hypoleuca","species","186226","","Pterodroma hypoleuca","species","186226","Holocene","","0.0117","0","36280"
"946479","occ","","","110073","Puffinus pacificus","species","186228","","Puffinus pacificus","species","186228","Holocene","","0.0117","0","36280"
"946480","occ","","","110074","Passeriformes indet.","order","39441","","Passeriformes","order","39441","Holocene","","0.0117","0","36280"
"946481","occ","","","110074","Drepanidini indet.","tribe","186412","","Drepanidini","tribe","186412","Holocene","","0.0117","0","36280"
"946482","occ","","","110074","Thambetochen sp.","genus","186242","","Thambetochen","genus","186242","Holocene","","0.0117","0","36280"
"946483","occ","","","110074","Corvus sp.","genus","39446","","Corvus","genus","39446","Holocene","","0.0117","0","36280"
"946484","occ","","","110074","Branta sp.","genus","83426","","Branta","genus","83426","Holocene","","0.0117","0","36280"
"946485","occ","","","110074","Rallidae indet.","family","39513","","Rallidae","family","39513","Holocene","","0.0117","0","36280"
"946486","occ","","","110074","Apteribis glenos","species","186233","","Apteribis glenos","species","186233","Holocene","","0.0117","0","36280"
"946487","occ","","","110074","Strigidae indet.","family","39403","","Strigidae","family","39403","Holocene","","0.0117","0","36280"
"946488","occ","","","110074","Puffinus pacificus","species","186228","","Puffinus pacificus","species","186228","Holocene","","0.0117","0","36280"
"946489","occ","","","110075","Apteribis sp.","genus","39564","","Apteribis","genus","39564","Holocene","","0.0117","0","36280"
"946490","occ","","","110075","Pterodroma hypoleuca","species","186226","","Pterodroma hypoleuca","species","186226","Holocene","","0.0117","0","36280"
"946491","occ","","","110076","Anatidae indet.","family","39624","","Anatidae","family","39624","Holocene","","0.0117","0","36280"
"946492","occ","","","110076","Branta sp.","genus","83426","","Branta","genus","83426","Holocene","","0.0117","0","36280"
"946493","occ","","","110076","Passeriformes indet.","order","39441","","Passeriformes","order","39441","Holocene","","0.0117","0","36280"
"946494","occ","","","110076","Strigiformes indet.","order","39397","","Strigiformes","order","39397","Holocene","","0.0117","0","36280"
"946495","occ","","","110076","Diomedea sp.","genus","39693","","Diomedea","genus","39693","Holocene","","0.0117","0","36280"
"946496","occ","","","110076","Moho braccatus","species","186407","","Moho braccatus","species","186407","Holocene","","0.0117","0","36280"
"946497","occ","","","110076","Numenius tahitiensis","species","186248","","Numenius tahitiensis","species","186248","Holocene","","0.0117","0","36280"
"946498","occ","","","89311","Chaetoptila sp.","genus","186410","","Chaetoptila","genus","186410","Late Pleistocene","","0.126","0.0117","36280"
"946499","occ","","","89311","Pterodroma phaeopygia","species","186225","","Pterodroma phaeopygia","species","186225","Late Pleistocene","","0.126","0.0117","36280"
"946500","occ","","","89311","Strigiformes indet.","order","39397","","Strigiformes","order","39397","Late Pleistocene","","0.126","0.0117","36280"
"946501","occ","","","89311","Rallidae indet.","family","39513","","Rallidae","family","39513","Late Pleistocene","","0.126","0.0117","36280"
"946502","occ","","","89311","Phaeornis obscurus","species","186400","","Phaeornis obscurus","species","186400","Late Pleistocene","","0.126","0.0117","36280"
"946503","occ","","","89311","Thambetochen sp.","genus","186242","","Thambetochen","genus","186242","Late Pleistocene","","0.126","0.0117","36280"
"946504","occ","","","110077","Pterodroma phaeophygia","species","39701","species not entered","Pterodroma","genus","39701","Holocene","","0.0117","0","36280"
"946505","occ","","","110077","Anatidae indet.","family","39624","","Anatidae","family","39624","Holocene","","0.0117","0","36280"
"946506","occ","","","110077","Geochen rhuax","species","186239","","Geochen rhuax","species","186239","Holocene","","0.0117","0","36280"
"946507","occ","","","110077","Asio flammeus","species","161530","","Asio flammeus","species","161529","Holocene","","0.0117","0","36280"
"946508","occ","","","110078","Rallidae indet.","family","39513","","Rallidae","family","39513","Holocene","","0.0117","0","36280"
"946509","occ","","","110078","Apteribis sp.","genus","39564","","Apteribis","genus","39564","Holocene","","0.0117","0","36280"
"947553","occ","","IF","110468","cf. Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Carnian","","237","228","36360"
"947562","occ","","","96622","Allosauroidea indet.","superfamily","64112","","Allosauroidea","superfamily","64112","Late Valanginian","","140.2","136.4","36362"
"947583","occ","","","62293","n. gen. Qiliania n. sp. graffini","species","186992","","Qiliania graffini","species","186992","Aptian","","125","113","36365"
"947689","occ","26922","","110504","Baryonychinae indet.","subfamily","53369","","Baryonychinae","subfamily","58892","Hauterivian","Barremian","132.9","125","41617"
"949807","occ","","","66819","Pelagornis sp.","genus","39666","","Pelagornis","genus","39666","Gelasian","","2.588","1.806","36414"
"949903","occ","","","35132","n. gen. Phaethusavis n. sp. pelagicus","species","187284","","Phaethusavis pelagicus","species","187284","Ypresian","","56","47.8","36416"
"955292","occ","","","28461","Allosauroidea indet.","superfamily","64112","","Allosauroidea","superfamily","64112","Early Campanian","Middle Campanian","83.5","70.6","36556"
"955293","occ","","","61458","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Early Campanian","Middle Campanian","83.5","70.6","36556"
"955294","occ","","","111795","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Early Campanian","Middle Campanian","83.5","70.6","36556"
"959555","occ","","","112320","Palaeospiza bella","species","191374","","Palaeospiza bella","species","191374","Late Eocene","","37.2","33.9","36566"
"959556","occ","","","112320","Aves indet.","class","36616","","Aves","class","36616","Late Eocene","","37.2","33.9","36566"
"962978","occ","","","113009","Alioramus n. sp. altai","species","176782","","Alioramus altai","species","176782","Maastrichtian","","72.1","66","36719"
"962984","occ","25235","","74052","Megalosauridae indet.","family","38574","","Megalosauridae","family","38574","Tithonian","","152.1","145","36721"
"962988","occ","","","113011","Theropoda ? indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Late Jurassic","","163.5","145","36721"
"963295","occ","","","113118","Pelagornithidae indet.","family","39658","","Pelagornithidae","family","39658","Priabonian","","38","33.9","36748"
"963296","occ","","","113118","Anseriformes indet.","order","39620","","Anseriformes","order","39620","Priabonian","","38","33.9","36748"
"963297","occ","","","113118","Presbyornithidae indet.","family","39621","","Presbyornithidae","family","39621","Priabonian","","38","33.9","36748"
"963298","occ","","","113118","Anatidae indet.","family","39624","","Anatidae","family","39624","Priabonian","","38","33.9","36748"
"963742","occ","","","94174","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Berriasian","Barremian","145","125","36763"
"963882","occ","","","113346","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Late Jurassic","Early Cretaceous","163.5","100.5","36782"
"963965","occ","","","51569","Theropoda indet.","unranked clade","94209","","Theropoda","unranked clade","38513","Santonian","","86.3","83.6","36798"
"964027","occ","","","92421","n. gen. Xiaotingia n. sp. zhengi","species","193134","","Xiaotingia zhengi","species","193134","Late Bathonian","Early Kimmeridgian","167.7","150.8","36800"
"964829","occ","","IF","52177","n. gen. Kuwajimasauropus n. sp. shireminensis","species","142965","species not entered","Kuwajimasauropus","genus","142965","Berriasian","","145","139.8","36936"
"965855","occ","","","77316","Hesperornis cf. regalis","species","96488","","Hesperornis regalis","species","96488","Early Campanian","Middle Campanian","83.5","70.6","36973"
"968176","occ","","","114539","n. gen. Namaortyx n. sp. sperrgebietensis","species","195905","","Namaortyx sperrgebietensis","species","195905","Bartonian","","41.3","38","37112"
"968536","occ","","","114641","Aves indet.","class","36616","","Aves","class","36616","Late Aptian","","122.46","112.03","37133"
"968541","occ","26409","","67712","Spinosauridae indet.","family","38595","","Spinosauridae","family","38595","Early Albian","","112.03","109","25208"
"968544","occ","","","67712","n. gen. Santanaraptor n. sp. placidus","species","53938","","Santanaraptor placidus","species","53938","Early Albian","","112.03","109","8715"
"968564","occ","","","67712","Aves indet.","class","36616","","Aves","class","36616","Early Albian","","112.03","109","6053"
"968597","occ","","IF","88587","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Hettangian","","201.3","199.3","37136"
"968601","occ","","","13310","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Sinemurian","","199.3","190.8","59040"
"968712","occ","","","114684","n. gen. Heterostrix n. sp. tatsinensis","species","196304","","Heterostrix tatsinensis","species","196304","Early Oligocene","","33.9","28.4","37157"
"968713","occ","","","114685","Eostrix n. sp. tsaganica","species","196301","","Eostrix tsaganica","species","196301","Early Eocene","","55.8","48.6","37157"
"970257","occ","","","80859","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Early Maastrichtian","","70.6","66","37235"
"970482","occ","","","67818","Euronychodon sp.","genus","65027","nomen dubium","Troodontidae","family","54468","Late Maastrichtian","","70.6","66","37254"
"970503","occ","","","26369","Velociraptorinae indet.","subfamily","54553","","Velociraptorinae","subfamily","54553","Late Maastrichtian","","70.6","66","37256"
"970504","occ","","","26369","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Late Maastrichtian","","70.6","66","37256"
"970505","occ","","","26369","cf. Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Late Maastrichtian","","70.6","66","37256"
"970506","occ","","","26369","cf. Troodontidae indet.","family","54468","","Troodontidae","family","54468","Late Maastrichtian","","70.6","66","37256"
"970675","occ","","","21709","Struthio australis","species","39278","species not entered","Struthio","genus","39278","Late Pleistocene","","0.126","0.0117","37298"
"970701","occ","","","59167","Struthio australis","species","39278","species not entered","Struthio","genus","39278","Messinian","Piacenzian","7.246","2.588","37298"
"970702","occ","","","59167","Struthio sp.","genus","39278","","Struthio","genus","39278","Messinian","Piacenzian","7.246","2.588","37298"
"970703","occ","","","59167","Spheniscidae indet.","family","39710","","Spheniscidae","family","39710","Messinian","Piacenzian","7.246","2.588","37298"
"970704","occ","","","59167","Aves indet.","class","308083","","Aves","class","36616","Messinian","Piacenzian","7.246","2.588","37298"
"970754","occ","","","21711","Struthio australis","species","39278","species not entered","Struthio","genus","39278","Pleistocene","Holocene","2.588","0","37298"
"970755","occ","","","21711","Aves indet.","class","36616","","Aves","class","36616","Pleistocene","Holocene","2.588","0","37298"
"970954","occ","","","115188","Spheniscus demersus","species","173482","","Spheniscus demersus","species","173482","Middle Pleistocene","","0.781","0.126","37305"
"970955","occ","","","115188","Phalacrocorax capensis","species","39689","species not entered","Phalacrocorax","genus","39689","Middle Pleistocene","","0.781","0.126","37305"
"971264","occ","","","115225","Spheniscus demersus","species","173482","","Spheniscus demersus","species","173482","Late Pleistocene","","0.126","0.0117","37211"
"971630","occ","","","74791","Struthionidae indet.","family","39276","","Struthionidae","family","39276","Pliocene","","5.333","2.588","37348"
"971774","occ","","","32052","Diomedeidae indet.","family","39692","","Diomedeidae","family","39692","Late Pliocene","","3.6","2.588","37350"
"971775","occ","","","32052","Sulidae indet.","family","39676","","Sulidae","family","39676","Late Pliocene","","3.6","2.588","37350"
"971776","occ","","","32052","Procellariidae indet.","family","39695","","Procellariidae","family","39695","Late Pliocene","","3.6","2.588","37350"
"971777","occ","","","32052","Alcidae indet.","family","39605","","Alcidae","family","39605","Late Pliocene","","3.6","2.588","37350"
"971778","occ","","","32052","Struthionidae indet.","family","39276","","Struthionidae","family","39276","Late Pliocene","","3.6","2.588","37350"
"971779","occ","","","32052","Otididae indet.","family","39599","","Otididae","family","39599","Late Pliocene","","3.6","2.588","37350"
"971780","occ","","","32052","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Late Pliocene","","3.6","2.588","37350"
"971781","occ","","","32052","Strigidae indet.","family","39403","","Strigidae","family","39403","Late Pliocene","","3.6","2.588","37350"
"971782","occ","","","32052","Psittacidae indet.","family","39358","","Psittacidae","family","39358","Late Pliocene","","3.6","2.588","37350"
"971783","occ","","","32052","Pelagornithidae indet.","family","39658","","Pelagornithidae","family","39658","Late Pliocene","","3.6","2.588","37350"
"972197","occ","","","94538","Baptornithidae indet.","family","39246","","Baptornithidae","family","39246","Middle Cenomanian","","99.6","93.5","37360"
"974847","occ","","","79518","n. gen. Aberratiodontus n. sp. wui","species","166964","","Aberratiodontus wui","species","166964","Aptian","","125","113","37439"
"974872","occ","","","94819","Confuciusornis n. sp. chuonzhous","species","197819","","Confuciusornis chuonzhous","species","197819","Late Barremian","Early Aptian","130","122.46","37441"
"974873","occ","","","116134","n. gen. Jibeinia n. sp. luanhera","species","197835","","Jibeinia luanhera","species","197835","Barremian","Aptian","129.4","113","37441"
"974887","occ","","","79517","n. gen. Longchengornis n. sp. sanyanensis","species","197827","","Longchengornis sanyanensis","species","197827","Aptian","","125","113","37441"
"974894","occ","","","116136","n. gen. Cuspirostrisornis n. sp. houi","species","197829","subjective synonym of","Cathayornis yandica","species","137353","Barremian","Aptian","129.4","113","37441"
"975237","occ","","","116229","Ornithomimus sp.","genus","38544","","Ornithomimus","genus","38544","Campanian","","83.6","72.1","37460"
"975932","occ","","","116361","n. gen. Sinotyrannus n. sp. kazuoensis","species","198892","","Sinotyrannus kazuoensis","species","198892","Barremian","Aptian","129.4","113","37505"
"976710","occ","","","116559","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Barremian","Early Aptian","129.4","122.46","37549"
"978557","occ","","","96800","Sula sp.","genus","36639","","Sula","genus","36639","Tortonian","","11.62","7.246","37592"
"978558","occ","","","96800","Phalacrocorax sp.","genus","39689","","Phalacrocorax","genus","39689","Tortonian","","11.62","7.246","37592"
"978706","occ","","","37206","Galliformes indet.","order","39330","","Galliformes","order","39330","Bumbanian","","55.8","48.6","37599"
"978707","occ","","","37206","Presbyornis n. sp. mongoliensis","species","199947","","Presbyornis mongoliensis","species","199947","Bumbanian","","55.8","48.6","37600"
"978708","occ","","","37206","Presbyornis sp.","genus","39622","","Presbyornis","genus","39622","Bumbanian","","55.8","48.6","37600"
"978709","occ","","","37008","Presbyornis mongoliensis","species","199947","","Presbyornis mongoliensis","species","199947","Late Paleocene","","58.7","55.8","37600"
"978710","occ","","","37008","Presbyornithidae indet.","family","39621","","Presbyornithidae","family","39621","Late Paleocene","","58.7","55.8","37600"
"979830","occ","","","117148","Coelurosauria indet.","suborder","91971","","Coelurosauria","suborder","53940","Late Santonian","Early Campanian","85.8","70.6","37639"
"979831","occ","","","15000","n. gen. Dakotornis n. sp. cooperi","species","200118","","Dakotornis cooperi","species","200118","Tiffanian","","61.7","56.8","37642"
"979875","occ","","","45087","Aves indet.","class","143429","","Aves","class","36616","Campanian","Early Maastrichtian","83.6","66","37643"
"979876","occ","","","45087","n. gen. Alamitornis n. sp. minutus","species","200125","","Alamitornis minutus","species","200125","Campanian","Early Maastrichtian","83.6","66","37643"
"979877","occ","","","45087","Ornithurae indet.","subclass","53033","","Ornithurae","subclass","137276","Campanian","Early Maastrichtian","83.6","66","37643"
